Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,
2003,134,9,1.29,94.76,81.00,801.00,46.00,11.00,85.00,5.12,83.00,0.10,1253.39,17415266.00,6.60,6.40,0.60,10.30,73.00,
2002,135,9,1.25,91.70,8.00,538.00,45.30,11.00,86.00,4.94,84.00,0.10,1263.13,178791.00,6.60,6.50,0.60,10.20,72.80,
2001,135,10,1.29,93.50,8.00,290.00,44.60,11.00,83.00,4.92,82.00,0.10,1258.42,16766899.00,6.70,6.50,0.59,10.10,72.70,
2000,136,10,1.41,81.73,79.00,146.00,43.90,12.00,86.00,4.92,84.00,0.10,1177.63,1641848.00,6.80,6.60,0.59,10.00,72.60,
2015,161,10,null,0.00,96.00,3.00,4.70,11.00,96.00,null,96.00,0.20,918.68,8548651.00,3.60,3.70,0.63,11.30,69.70,
2014,162,10,0.01,7.83,97.00,0.00,39.90,11.00,94.00,6.88,97.00,0.20,114.46,8362745.00,3.60,3.70,0.62,11.30,69.60,
2013,163,10,0.01,1.04,96.00,1.00,39.00,11.00,97.00,6.75,96.00,0.20,14.21,817789.00,3.60,3.70,0.62,11.20,69.30,
2012,164,10,0.01,71.51,94.00,16.00,38.20,12.00,96.00,6.39,94.00,0.20,954.73,799562.00,3.60,3.70,0.61,11.10,68.80,
2011,166,10,0.32,51.99,96.00,1.00,37.40,12.00,97.00,5.98,96.00,0.20,834.54,7815949.00,3.70,3.70,0.61,11.10,68.10,
2010,171,10,0.32,43.34,93.00,0.00,36.60,12.00,95.00,6.40,93.00,0.20,738.35,764163.00,3.70,3.80,0.60,11.10,67.30,
2009,174,10,0.3,35.72,93.00,0.00,35.90,12.00,93.00,5.93,93.00,0.20,666.35,7472819.00,3.70,3.80,0.60,11.10,66.70,
2008,178,10,0.32,4.15,86.00,0.00,35.30,12.00,87.00,5.58,86.00,0.30,76.91,739728.00,3.80,3.80,0.59,10.80,66.40,
2007,181,10,0.35,2.27,84.00,2.00,34.70,12.00,85.00,5.35,86.00,0.30,52.36,7152385.00,3.80,3.80,0.59,10.90,66.10,
2006,183,10,0.38,2.63,88.00,3.00,34.10,12.00,76.00,5.70,83.00,0.30,44.29,7557.00,3.80,3.90,0.58,10.70,65.90,
2005,194,10,0.37,19.84,81.00,0.00,33.50,12.00,79.00,5.89,84.00,0.30,337.36,6854176.00,3.80,3.90,0.57,10.60,65.50,
2004,177,11,0.38,2.09,81.00,4.00,33.00,13.00,82.00,5.70,86.00,0.30,39.28,6712841.00,3.90,3.90,0.56,10.50,65.90,
2003,182,11,0.36,13.26,58.00,2144.00,32.50,14.00,82.00,4.46,85.00,0.30,236.31,6576877.00,4.00,4.00,0.55,10.10,65.20,
2002,193,12,0.6,10.68,39.00,927.00,32.10,15.00,84.00,4.48,85.00,0.30,189.39,6447688.00,4.00,4.00,0.54,9.80,64.30,
2001,194,13,0.86,1.14,null,38.00,31.60,16.00,84.00,4.59,85.00,0.30,17.82,6327125.00,4.10,4.10,0.54,9.70,64.00,
2000,198,14,0.37,8.94,null,192.00,31.30,17.00,86.00,4.64,83.00,0.30,138.44,621625.00,4.20,4.10,0.53,9.60,63.70,
2015,148,8,null,0.00,99.00,154.00,33.60,9.00,99.00,null,99.00,0.10,5814.86,686576.00,7.70,7.70,0.74,13.60,74.90,
2014,152,8,6.41,789.08,99.00,0.00,32.40,10.00,99.00,4.12,99.00,0.10,5941.85,68416772.00,7.80,7.80,0.74,13.60,74.60,
2013,153,9,6.5,788.69,99.00,2641.00,31.30,10.00,99.00,4.00,99.00,0.10,6171.26,6814365.00,7.90,7.90,0.73,13.60,74.50,
2012,154,9,6.56,801.05,98.00,5197.00,3.10,11.00,99.00,4.17,99.00,0.10,5859.92,67843979.00,8.00,8.10,0.73,13.70,74.30,
2011,155,10,6.07,748.45,98.00,3156.00,29.00,11.00,99.00,4.12,99.00,0.20,5491.16,675313.00,8.10,8.20,0.72,13.30,74.10,
2010,158,10,5.95,71.69,98.00,2583.00,27.90,12.00,99.00,3.81,99.00,0.20,575.32,672888.00,8.20,8.30,0.71,13.10,73.90,
2009,16,11,5.88,547.21,98.00,6071.00,26.80,12.00,99.00,4.11,99.00,0.30,4212.55,66881867.00,8.30,8.50,0.71,13.00,73.70,
2008,162,11,5.92,609.95,98.00,7790.00,25.70,13.00,99.00,3.92,99.00,0.30,4378.69,6654576.00,8.50,8.60,0.70,12.90,73.50,
2007,165,12,6.2,520.76,96.00,3893.00,24.60,14.00,98.00,3.56,98.00,0.40,3972.26,66195615.00,8.60,8.80,0.69,12.30,73.30,
2006,168,13,6.18,433.92,96.00,3588.00,23.60,15.00,98.00,3.49,98.00,0.50,3368.95,65824164.00,8.70,8.90,0.69,12.40,73.00,
2005,177,13,6.26,321.20,96.00,3526.00,22.60,15.00,98.00,3.55,98.00,0.50,2893.65,6542547.00,8.90,9.10,0.68,12.00,72.50,
2004,189,14,6.17,301.36,96.00,4165.00,21.70,16.00,98.00,3.51,98.00,0.50,2659.84,652231.00,9.00,9.20,0.67,11.90,71.60,
2003,189,15,6.14,282.84,96.00,4519.00,2.90,18.00,98.00,3.58,98.00,0.60,2358.94,64554952.00,9.10,9.30,0.67,11.80,71.70,
2002,192,16,5.93,27.64,95.00,10315.00,2.20,19.00,97.00,3.70,96.00,0.70,296.55,6473164.00,9.20,9.50,0.66,11.50,71.40,
2001,194,17,5.92,176.06,95.00,7319.00,19.40,20.00,97.00,3.32,96.00,0.80,1893.15,63543322.00,9.30,9.60,0.65,11.20,71.20,
2000,194,18,5.88,0.28,95.00,4074.00,18.70,21.00,97.00,3.40,97.00,0.80,27.56,6295821.00,9.40,9.70,0.64,10.90,71.10,
2015,12,0,null,0.00,92.00,1.00,6.30,0.00,92.00,null,91.00,0.10,null,null,2.10,2.10,0.75,12.90,75.70,
2014,12,0,1.13,0.00,97.00,116.00,59.70,0.00,96.00,6.48,95.00,0.10,null,null,2.20,2.20,0.74,12.90,75.50,
2013,14,0,1.03,0.00,97.00,4.00,59.10,0.00,98.00,6.70,98.00,0.10,null,null,2.20,2.20,0.74,12.90,75.30,
2012,15,0,1.23,0.00,98.00,7.00,58.50,0.00,97.00,6.76,95.00,0.10,null,null,2.20,2.20,0.74,12.90,75.10,
2011,17,0,1.16,0.00,96.00,701.00,57.90,0.00,97.00,6.61,96.00,0.10,null,null,2.20,2.30,0.73,12.90,74.90,
2010,18,0,1.47,0.00,9.00,217.00,57.40,0.00,95.00,6.83,95.00,0.10,null,null,2.30,2.30,0.73,13.00,74.70,
2009,111,0,1.77,0.00,95.00,5.00,56.90,0.00,96.00,6.74,96.00,0.10,null,null,2.30,2.40,0.73,13.00,74.40,
2008,111,0,1.72,0.00,97.00,27.00,56.40,0.00,96.00,6.85,95.00,0.10,null,null,2.40,2.40,0.71,12.20,74.20,
2007,12,0,1.75,0.00,96.00,1.00,55.90,0.00,96.00,6.90,95.00,0.10,null,null,2.40,2.50,0.71,12.20,73.50,
2006,122,0,1.74,0.00,89.00,3.00,55.40,0.00,92.00,7.61,93.00,0.10,null,null,2.50,2.50,0.70,12.10,73.70,
2005,12,0,1.75,0.00,53.00,5.00,54.90,0.00,98.00,7.95,97.00,0.10,null,null,2.50,2.60,0.00,11.90,73.60,
2004,12,0,2.07,0.00,null,9.00,54.50,0.00,95.00,8.64,94.00,0.10,null,null,2.60,2.60,0.00,11.90,73.50,
2003,126,0,2.4,0.00,null,18.00,54.10,0.00,96.00,9.17,96.00,0.10,null,null,2.70,2.70,0.00,11.90,73.20,
2002,128,0,2.53,0.00,null,19.00,53.60,0.00,97.00,9.10,96.00,0.10,null,null,2.70,2.70,0.00,11.90,72.80,
2001,126,0,3.27,0.00,null,27.00,53.20,0.00,91.00,8.18,91.00,0.10,null,null,2.80,2.80,0.00,11.80,73.10,
2000,125,0,2.86,0.00,null,36.00,52.70,0.00,96.00,8.52,95.00,0.10,null,null,2.80,2.80,0.00,11.70,72.60,
2015,152,2,null,0.00,76.00,43.00,17.40,2.00,75.00,null,76.00,0.10,1161.77,124977.00,1.90,11.10,0.60,12.50,68.30,
2014,155,2,0.01,28.15,77.00,47.00,17.00,2.00,76.00,1.48,77.00,0.10,1153.52,1212814.00,1.90,11.10,0.61,12.50,68.00,
2013,158,2,0.01,3.38,82.00,4.00,16.60,2.00,82.00,1.29,82.00,0.10,117.77,1184366.00,11.10,11.20,0.62,12.50,67.70,
2012,159,2,0.01,30.18,83.00,16.00,16.20,2.00,83.00,1.10,83.00,0.10,1117.78,115676.00,11.20,11.30,0.62,12.50,67.40,
2011,161,2,0.5,2.73,67.00,763.00,15.80,3.00,66.00,0.76,67.00,0.10,114.56,1131523.00,11.30,11.40,0.61,12.50,67.20,
2010,163,2,0.1,38.58,72.00,50.00,15.50,3.00,72.00,0.92,72.00,0.10,849.86,119591.00,11.50,11.50,0.60,12.40,66.90,
2009,165,2,0.09,36.20,72.00,10.00,15.10,3.00,78.00,1.20,72.00,0.10,757.31,19221.00,11.60,11.60,0.60,12.10,66.60,
2008,168,2,0.06,36.69,79.00,0.00,14.70,3.00,79.00,0.74,79.00,0.10,643.72,17811.00,11.70,11.70,0.57,11.70,66.20,
2007,173,2,0.05,11.76,null,0.00,14.20,3.00,7.00,0.37,7.00,0.10,524.90,164973.00,11.80,11.80,0.54,11.30,65.80,
2006,186,2,0.04,28.13,null,90.00,13.90,3.00,62.00,0.65,63.00,0.10,441.53,148621.00,11.90,11.90,0.51,11.00,64.90,
2005,26,3,0.36,7.13,null,203.00,13.50,3.00,55.00,1.50,55.00,0.10,478.33,126484.00,12.00,11.90,0.49,10.60,63.70,
2004,229,3,0.38,8.42,null,41.00,13.20,3.00,57.00,1.31,57.00,0.10,467.54,996698.00,12.00,12.00,0.48,10.20,62.30,
2003,25,3,0.44,46.39,null,94.00,12.90,4.00,55.00,2.48,55.00,0.10,471.46,96852.00,12.10,12.10,0.48,9.80,61.00,
2002,261,3,0.48,5.65,null,0.00,12.60,4.00,38.00,3.89,54.00,0.10,48.62,923825.00,12.10,12.10,0.47,9.80,62.00,
2001,269,3,0.5,6.56,null,0.00,12.30,4.00,null,3.75,null,0.10,56.42,892531.00,12.10,12.20,0.47,9.80,59.40,
2000,276,3,0.5,49.07,null,0.00,11.90,4.00,null,3.26,null,0.10,422.29,87167.00,12.20,12.20,0.00,0.00,58.70,
2015,287,13,null,0.00,88.00,20.00,24.30,20.00,88.00,null,88.00,1.00,551.14,741682.00,6.50,6.20,0.48,12.00,59.90,
2014,285,13,0.01,4.88,87.00,577.00,23.70,20.00,85.00,5.25,87.00,1.00,62.13,7228915.00,6.60,6.40,0.47,12.00,59.70,
2013,287,14,0.01,48.73,84.00,564.00,23.10,20.00,84.00,5.12,84.00,1.50,579.43,742948.00,6.80,6.60,0.47,12.00,59.40,
2012,294,14,0.01,41.60,84.00,238.00,22.60,21.00,84.00,5.11,84.00,1.70,563.69,6859482.00,7.00,6.80,0.46,12.00,58.90,
2011,34,14,1.44,39.08,85.00,187.00,22.00,21.00,85.00,5.21,85.00,2.60,562.34,6679282.00,7.10,7.00,0.46,11.50,58.30,
2010,323,14,1.21,41.96,83.00,120.00,21.40,21.00,83.00,5.37,83.00,3.80,487.92,652952.00,7.30,7.20,0.45,11.00,57.40,
2009,336,14,1.24,77.10,78.00,425.00,2.90,22.00,78.00,6.64,78.00,4.30,499.65,633472.00,7.50,7.40,0.44,10.60,56.70,
2008,344,14,1.33,69.36,24.00,187.00,2.40,22.00,8.00,5.73,81.00,4.80,513.39,6161796.00,7.70,7.60,0.44,10.10,56.20,
2007,344,14,1.37,0.68,null,8.00,19.80,22.00,72.00,5.55,82.00,5.10,42.76,5997385.00,7.90,7.80,0.44,10.60,55.90,
2006,345,15,1.37,6.23,null,26.00,19.30,22.00,85.00,5.56,84.00,5.00,377.34,5837792.00,8.10,8.00,0.44,10.20,55.70,
2005,357,15,1.14,36.62,null,38.00,18.90,22.00,8.00,5.17,82.00,5.00,372.17,5683268.00,8.40,8.30,0.44,10.10,55.00,
2004,355,15,1.01,3.99,null,61.00,18.40,22.00,71.00,5.60,71.00,5.10,349.99,5534598.00,8.60,8.50,0.43,10.00,54.90,
2003,355,15,1.02,3.00,null,295.00,17.90,22.00,72.00,5.00,72.00,5.20,31.44,539141.00,8.80,8.70,0.43,9.90,54.70,
2002,351,15,1,2.00,null,363.00,17.50,22.00,58.00,4.70,59.00,5.30,28.83,5251472.00,9.00,8.90,0.43,9.70,54.70,
2001,345,14,0.95,2.05,null,1833.00,17.10,22.00,51.00,4.29,5.00,5.30,26.64,511177.00,9.20,9.10,0.43,9.40,54.60,
2000,339,14,1.1,2.03,null,3578.00,16.60,22.00,63.00,4.35,64.00,5.10,26.39,497367.00,9.40,9.30,0.42,9.30,54.60,
2015,133,0,null,0.00,78.00,0.00,75.20,0.00,8.00,null,78.00,0.10,493.78,16364.00,0.10,0.10,0.72,14.30,73.50,
2014,135,0,0.01,565.97,8.00,0.00,74.80,0.00,82.00,5.18,8.00,0.10,4192.35,15782.00,0.10,0.10,0.72,14.30,73.30,
2013,137,0,0.01,584.94,82.00,0.00,74.30,0.00,84.00,4.98,82.00,0.10,4266.56,15328.00,0.10,0.10,0.72,14.30,73.20,
2012,138,0,0.01,63.80,77.00,0.00,73.80,0.00,79.00,4.51,77.00,0.10,451.54,14951.00,0.10,0.10,0.72,14.40,73.00,
2011,14,0,0.96,7.03,82.00,0.00,73.30,0.00,84.00,4.60,82.00,0.10,445.19,14577.00,0.10,0.10,0.71,14.40,72.90,
2010,142,0,1.24,471.83,82.00,0.00,72.70,0.00,84.00,4.59,82.00,0.10,3547.60,14137.00,0.10,0.10,0.71,14.40,72.80,
2009,147,0,1.08,4.78,84.00,0.00,72.10,0.00,86.00,4.67,84.00,0.10,37.85,1364.00,0.10,0.10,0.70,14.50,72.50,
2008,145,0,1.1,569.63,84.00,0.00,71.50,0.00,88.00,5.13,86.00,0.10,3392.65,135.00,0.10,0.10,0.70,14.50,72.60,
2007,146,0,2.05,568.87,87.00,0.00,7.80,0.00,88.00,5.82,87.00,0.10,2932.32,12357.00,0.10,0.10,0.70,14.50,72.50,
2006,148,0,1.79,503.59,89.00,0.00,7.10,0.00,89.00,5.61,88.00,0.10,2892.52,11689.00,0.10,0.10,0.69,14.60,72.40,
2005,15,0,1.57,689.94,89.00,0.00,69.40,0.00,9.00,6.52,89.00,0.10,2594.75,1141.00,0.10,0.10,0.69,14.60,72.30,
2004,151,0,1.8,423.30,9.00,0.00,68.60,0.00,91.00,4.87,9.00,0.10,2284.38,146.00,0.10,0.10,0.69,14.60,72.20,
2003,153,0,1.79,45.85,85.00,0.00,67.80,0.00,91.00,5.90,9.00,0.10,229.71,99789.00,0.10,0.10,0.68,13.70,72.00,
2002,155,0,1.51,310.82,88.00,0.00,67.00,0.00,85.00,5.30,84.00,0.10,1842.44,99184.00,0.10,0.10,0.68,13.50,71.90,
2001,157,0,1.35,330.10,91.00,4.00,66.20,0.00,91.00,5.66,89.00,0.10,1837.98,98611.00,0.10,0.10,0.67,13.20,71.80,
2000,158,0,1.24,40.49,93.00,0.00,65.50,0.00,91.00,4.75,91.00,0.10,263.27,9882.00,0.10,0.10,0.68,13.70,71.60,
2015,17,0,null,0.00,9.00,0.00,47.10,0.00,88.00,null,96.00,0.30,17321.83,13692.00,5.70,5.90,0.78,12.70,71.20,
2014,171,0,6.94,1578.87,92.00,0.00,46.00,0.00,94.00,5.93,92.00,0.30,19325.24,1354493.00,5.80,6.00,0.78,12.70,71.10,
2013,172,0,6.71,167.27,92.00,0.00,45.00,0.00,94.00,5.98,92.00,0.30,1967.83,1348248.00,5.80,6.00,0.77,12.70,71.00,
2012,174,0,6.7,1486.24,92.00,0.00,44.00,0.00,91.00,5.78,92.00,0.40,19152.53,1341588.00,5.90,6.10,0.77,12.60,78.00,
2011,176,0,6.5,144.99,9.00,0.00,43.00,0.00,91.00,5.60,9.00,0.40,1953.98,1334788.00,5.90,6.20,0.77,12.60,76.00,
2010,179,0,6.5,1389.77,9.00,0.00,42.00,0.00,91.00,5.29,9.00,0.40,16683.95,13281.00,5.90,6.30,0.77,12.50,74.00,
2009,183,0,6.37,128.09,9.00,0.00,41.10,0.00,9.00,6.47,9.00,0.20,1458.88,1321618.00,6.00,6.40,0.77,12.50,71.00,
2008,185,0,6.41,1902.69,9.00,0.00,4.20,0.00,91.00,4.40,9.00,0.30,21188.12,1315372.00,6.10,6.40,0.77,12.40,69.90,
2007,187,0,6.37,136.88,89.00,0.00,39.30,0.00,9.00,4.82,88.00,0.70,1653.18,13926.00,6.10,6.50,0.76,12.40,69.70,
2006,188,0,6.35,103.37,89.00,0.00,38.40,0.00,89.00,4.49,92.00,0.60,1495.96,133144.00,6.20,6.60,0.75,12.30,69.60,
2005,189,0,6.12,1187.95,95.00,0.00,37.60,0.00,95.00,5.31,95.00,0.50,12323.13,1296934.00,6.30,6.70,0.75,12.30,69.50,
2004,19,0,5.82,11.85,94.00,0.00,36.80,0.00,94.00,5.22,94.00,1.00,129.52,129535.00,6.30,6.80,0.74,12.20,69.40,
2003,191,0,5.53,78.72,76.00,0.00,36.00,1.00,91.00,5.13,91.00,0.50,884.52,128452.00,6.40,6.90,0.73,12.00,69.30,
2002,192,0,5.12,72.04,5.00,0.00,35.20,1.00,96.00,5.00,96.00,2.00,749.63,1277837.00,6.50,7.00,0.72,11.90,69.20,
2001,194,0,4.55,516.71,null,0.00,34.40,1.00,91.00,4.40,91.00,1.20,6935.72,127238.00,6.60,7.10,0.71,11.80,69.10,
2000,197,0,4.68,43.60,null,0.00,33.60,1.00,9.00,4.17,9.00,0.90,643.95,1267984.00,6.70,7.20,0.71,11.70,69.10,
2015,1,3,null,0.00,98.00,16.00,61.20,3.00,98.00,null,98.00,0.10,3828.92,11273661.00,6.50,6.40,0.72,14.60,75.30,
2014,12,3,1.39,604.87,98.00,15.00,6.20,3.00,98.00,7.00,98.00,0.10,4271.68,1114398.00,6.50,6.40,0.72,14.70,75.10,
2013,13,3,1.29,594.65,98.00,16.00,59.30,3.00,98.00,7.26,98.00,0.10,4199.47,1114558.00,6.40,6.30,0.72,14.70,74.90,
2012,13,3,1.3,585.88,97.00,48.00,58.30,3.00,97.00,7.18,97.00,0.10,4137.55,1886668.00,6.40,6.30,0.72,14.60,74.90,
2011,13,3,1.29,623.21,98.00,11.00,57.40,3.00,98.00,7.15,98.00,0.10,4256.91,1761467.00,6.40,6.30,0.71,14.50,74.80,
2010,12,3,1.28,64.86,98.00,1.00,56.50,3.00,98.00,6.54,98.00,0.10,414.15,1639931.00,6.30,6.30,0.71,14.40,74.80,
2009,12,3,1.4,585.63,99.00,1.00,55.60,3.00,99.00,6.18,99.00,0.10,4129.98,1521834.00,6.30,6.30,0.71,14.40,74.70,
2008,12,3,1.37,53.08,99.00,2.00,54.70,3.00,99.00,5.63,99.00,0.10,431.93,147336.00,6.30,6.30,0.70,14.30,74.70,
2007,12,3,1.24,469.63,98.00,4.00,53.90,4.00,98.00,5.64,98.00,0.10,3778.18,129887.00,6.30,6.30,0.69,14.30,74.60,
2006,12,3,1.46,420.12,99.00,3.00,53.10,4.00,99.00,5.64,99.00,0.10,3371.71,1196136.00,6.30,6.30,0.69,14.20,74.40,
2005,14,3,1.37,379.51,97.00,15.00,52.20,4.00,98.00,5.57,98.00,0.10,3194.56,112482.00,6.40,6.30,0.68,13.90,74.20,
2004,15,3,1.36,379.77,96.00,1.00,51.40,4.00,97.00,5.63,97.00,0.10,3112.84,11761.00,6.40,6.30,0.67,13.60,74.00,
2003,17,4,1.34,321.77,92.00,22.00,5.60,4.00,95.00,5.36,95.00,0.10,2761.97,9939678.00,6.40,6.30,0.67,13.50,73.70,
2002,19,4,1.17,262.82,93.00,98.00,49.70,5.00,96.00,5.32,96.00,0.10,2346.59,9864326.00,6.50,6.40,0.66,13.30,73.50,
2001,11,4,1.19,257.29,94.00,231.00,48.90,5.00,98.00,5.29,98.00,0.10,2254.93,978571.00,6.50,6.40,0.65,13.10,73.20,
2000,112,4,1.21,264.78,94.00,47.00,48.10,5.00,97.00,5.40,97.00,0.10,2213.91,9699197.00,6.60,6.50,0.65,12.80,72.90,
2015,16,15,null,0.00,97.00,342.00,66.10,18.00,97.00,null,97.00,0.10,1979.53,78271472.00,4.90,4.80,0.76,14.50,75.80,
2014,17,16,1.45,181.91,96.00,565.00,65.30,19.00,96.00,5.41,96.00,0.10,12127.23,773628.00,4.90,4.70,0.76,14.50,75.50,
2013,19,17,1.41,188.14,97.00,7405.00,64.50,20.00,98.00,5.38,98.00,0.10,12542.94,75787333.00,4.90,4.70,0.75,14.40,75.20,
2012,112,19,1.54,20.75,97.00,349.00,63.70,22.00,97.00,5.24,97.00,0.10,1172.38,74569867.00,4.90,4.70,0.75,14.30,74.80,
2011,114,20,1.53,1275.88,96.00,111.00,62.80,23.00,97.00,5.29,97.00,0.10,11341.13,7349455.00,4.90,4.70,0.74,13.80,74.50,
2010,116,21,1.49,32.78,96.00,7.00,61.90,25.00,97.00,5.61,97.00,0.10,1672.57,72326914.00,4.90,4.70,0.71,13.00,74.20,
2009,118,23,1.4,106.95,94.00,4.00,61.10,27.00,96.00,6.80,96.00,0.10,936.50,71339185.00,4.90,4.80,0.71,12.50,73.90,
2008,121,25,1.39,22.67,92.00,0.00,6.20,29.00,96.00,6.70,96.00,0.10,185.69,74432.00,5.00,4.80,0.70,12.50,73.50,
2007,124,26,1.26,115.58,96.00,3.00,59.30,31.00,96.00,6.40,96.00,0.10,979.49,69597281.00,5.00,4.80,0.70,12.30,73.20,
2006,126,28,1.29,103.52,82.00,34.00,58.50,34.00,9.00,5.81,9.00,0.10,834.87,6876345.00,5.00,4.80,0.69,11.90,72.80,
2005,129,30,1.29,832.96,85.00,6200.00,57.60,36.00,9.00,5.45,9.00,0.10,7384.35,679346.00,5.00,4.90,0.68,11.90,72.40,
2004,132,33,1.35,1.13,77.00,8927.00,56.80,39.00,85.00,5.37,85.00,0.10,64.73,677855.00,5.10,4.90,0.68,12.00,72.00,
2003,135,35,1.42,459.11,68.00,5844.00,55.90,43.00,69.00,5.34,68.00,0.10,4718.51,668583.00,5.10,5.00,0.67,11.90,71.60,
2002,138,38,1.47,35.56,72.00,7823.00,55.10,46.00,78.00,5.36,78.00,0.10,366.57,6514354.00,5.20,5.00,0.66,11.50,71.20,
2001,14,41,1.49,256.43,77.00,30509.00,54.30,50.00,88.00,5.16,88.00,0.10,3119.64,64191474.00,5.20,5.10,0.65,11.10,78.00,
2000,143,44,1.54,421.30,71.00,16244.00,53.50,54.00,85.00,4.95,85.00,0.10,4316.55,6324121.00,5.30,5.20,0.64,10.70,74.00,
2015,215,6,null,0.00,99.00,0.00,48.60,7.00,99.00,null,99.00,0.10,6432.67,5565284.00,3.30,3.30,0.69,10.80,66.30,
2014,217,7,2.9,691.13,97.00,0.00,47.70,8.00,98.00,2.70,98.00,0.10,7962.37,5466241.00,3.30,3.30,0.68,10.80,66.00,
2013,228,7,2.93,63.75,98.00,0.00,46.70,8.00,98.00,2.12,98.00,0.10,734.43,5366277.00,3.20,3.30,0.68,10.70,65.40,
2012,22,7,2.75,579.41,98.00,0.00,45.90,8.00,98.00,1.96,97.00,0.10,6675.26,5267839.00,3.20,3.30,0.67,10.70,65.60,
2011,217,7,2.55,490.42,97.00,0.00,45.00,8.00,97.00,1.98,97.00,0.10,5649.98,517461.00,3.20,3.30,0.67,10.60,65.60,
2010,211,7,2.48,385.33,96.00,0.00,44.20,8.00,96.00,1.99,96.00,0.10,4439.23,58721.00,3.20,3.30,0.00,10.60,65.80,
2009,215,6,2.35,37.88,97.00,0.00,43.40,8.00,97.00,1.88,96.00,0.10,436.46,5795.00,3.20,3.30,0.00,10.50,65.60,
2008,235,6,2.4,34.24,96.00,0.00,42.70,8.00,96.00,1.93,96.00,0.10,394.47,4935762.00,3.20,3.30,0.00,10.50,64.50,
2007,241,6,2.58,0.36,98.00,59.00,42.00,8.00,98.00,2.16,98.00,0.10,26.37,487137.00,3.30,3.30,0.00,10.40,64.10,
2006,245,6,2.71,29.27,98.00,48.00,41.30,8.00,98.00,2.90,98.00,0.10,2136.67,48115.00,3.30,3.30,0.00,10.40,63.70,
2005,248,6,2.85,2.20,99.00,0.00,4.70,8.00,99.00,3.51,99.00,0.10,174.51,4754641.00,3.40,3.40,0.00,10.30,63.30,
2004,238,6,2.86,186.10,96.00,1.00,4.00,8.00,98.00,4.30,97.00,0.10,1453.92,473398.00,3.40,3.40,0.00,10.30,63.50,
2003,231,7,2.88,179.62,97.00,1.00,39.40,8.00,66.00,3.85,83.00,0.10,1283.89,4655741.00,3.50,3.40,0.00,10.30,63.40,
2002,229,7,2.33,130.38,96.00,11.00,38.70,8.00,99.00,3.34,98.00,0.10,967.92,4612.00,3.50,3.50,0.00,10.20,63.30,
2001,221,7,2.35,106.18,null,9.00,38.10,9.00,94.00,3.87,95.00,0.10,774.48,45648.00,3.60,3.50,0.00,10.20,64.00,
2000,224,7,2.9,88.24,null,113.00,37.50,9.00,98.00,3.94,97.00,0.10,643.18,4516131.00,3.60,3.60,0.00,0.00,63.80,
2013,null,0,0.01,78.28,9.00,0.00,79.30,0.00,9.00,16.61,9.00,0.10,3542.14,1819.00,0.20,0.10,null,0.00,null,
2015,291,66,null,0.00,78.00,478.00,18.50,93.00,82.00,null,78.00,3.10,693.90,414487.00,5.60,5.60,0.49,10.00,62.30,
2014,38,68,0.01,14.17,78.00,314.00,18.10,97.00,82.00,7.22,78.00,3.20,719.17,38833338.00,5.70,5.60,0.48,10.00,61.50,
2013,325,71,0.01,90.76,78.00,7878.00,17.60,103.00,82.00,7.47,78.00,4.00,662.49,37553726.00,5.70,5.70,0.48,10.00,67.00,
2012,339,73,0.01,92.89,78.00,2027.00,17.20,109.00,82.00,7.58,78.00,4.60,647.75,3636796.00,5.80,5.80,0.48,10.00,60.00,
2011,347,76,10.22,94.50,82.00,3312.00,16.70,114.00,82.00,9.90,82.00,6.80,584.40,3593648.00,5.90,5.90,0.48,10.70,59.30,
2010,362,79,10.03,116.20,8.00,1313.00,16.30,119.00,79.00,11.20,8.00,8.00,595.00,33915133.00,6.00,6.00,0.47,10.90,58.40,
2009,378,82,9.63,87.05,79.00,1601.00,15.90,124.00,78.00,8.43,79.00,8.10,647.18,32771895.00,6.10,6.10,0.46,10.80,57.50,
2008,41,84,9.79,72.85,71.00,1319.00,15.60,130.00,69.00,9.10,71.00,8.20,449.69,31663896.00,6.20,6.20,0.45,10.60,56.30,
2007,41,88,9.65,6.00,73.00,3776.00,15.20,137.00,7.00,9.76,73.00,8.40,41.86,359487.00,6.30,6.30,0.44,10.30,55.50,
2006,41,93,9.81,50.84,64.00,5736.00,14.80,145.00,62.00,9.86,64.00,8.60,336.46,2955662.00,6.40,6.40,0.43,10.60,54.90,
2005,446,99,10.09,44.53,64.00,22.00,14.50,155.00,59.00,9.36,64.00,8.70,315.79,2854394.00,6.50,6.50,0.43,10.90,53.20,
2004,485,104,9.89,36.61,62.00,141.00,14.20,164.00,58.00,8.90,62.00,8.90,288.24,27568436.00,6.60,6.60,0.43,11.60,51.30,
2003,53,109,10.16,4.43,44.00,29429.00,13.90,173.00,57.00,7.54,59.00,9.40,238.00,2662482.00,6.70,6.70,0.42,11.50,51.00,
2002,523,112,10.42,2.69,29.00,49871.00,13.60,181.00,57.00,7.78,57.00,10.00,24.24,2571848.00,6.80,6.80,0.40,11.00,48.80,
