PostalCode,Region,Country,State,City
77036,Central,United States,Texas,Houston
94110,West,United States,California,San Francisco
22980,South,United States,Virginia,Waynesboro
77041,Central,United States,Texas,Houston
10011,East,United States,New York,New York City
10035,East,United States,New York,New York City
56560,Central,United States,Minnesota,Moorhead
19143,East,United States,Pennsylvania,Philadelphia
98115,West,United States,Washington,Seattle
10035,East,United States,New York,New York City
78664,Central,United States,Texas,Round Rock
90278,West,United States,California,Redondo Beach
97756,West,United States,Oregon,Redmond
98105,West,United States,Washington,Seattle
94513,West,United States,California,Brentwood
33614,South,United States,Florida,Tampa
90036,West,United States,California,Los Angeles
90604,West,United States,California,Whittier
77095,Central,United States,Texas,Houston
98031,West,United States,Washington,Kent
97405,West,United States,Oregon,Eugene
85234,West,United States,Arizona,Gilbert
37042,South,United States,Tennessee,Clarksville
2149,East,United States,Massachusetts,Everett
19134,East,United States,Pennsylvania,Philadelphia
21215,East,United States,Maryland,Baltimore
10009,East,United States,New York,New York City
19120,East,United States,Pennsylvania,Philadelphia
98115,West,United States,Washington,Seattle
10009,East,United States,New York,New York City
43229,East,United States,Ohio,Columbus
10035,East,United States,New York,New York City
55369,Central,United States,Minnesota,Maple Grove
47905,Central,United States,Indiana,Lafayette
7060,East,United States,New Jersey,Plainfield
92345,West,United States,California,Hesperia
44312,East,United States,Ohio,Akron
40214,South,United States,Kentucky,Louisville
10035,East,United States,New York,New York City
98105,West,United States,Washington,Seattle
23602,South,United States,Virginia,Newport News
92374,West,United States,California,Redlands
10024,East,United States,New York,New York City
98115,West,United States,Washington,Seattle
22153,South,United States,Virginia,Springfield
19143,East,United States,Pennsylvania,Philadelphia
10024,East,United States,New York,New York City
19143,East,United States,Pennsylvania,Philadelphia
10035,East,United States,New York,New York City
48227,Central,United States,Michigan,Detroit
10701,East,United States,New York,Yonkers
43055,East,United States,Ohio,Newark
94122,West,United States,California,San Francisco
38401,South,United States,Tennessee,Columbia
19140,East,United States,Pennsylvania,Philadelphia
48205,Central,United States,Michigan,Detroit
22153,South,United States,Virginia,Springfield
90032,West,United States,California,Los Angeles
2038,East,United States,Massachusetts,Franklin
10024,East,United States,New York,New York City
98105,West,United States,Washington,Seattle
19140,East,United States,Pennsylvania,Philadelphia
6708,East,United States,Connecticut,Waterbury
77041,Central,United States,Texas,Houston
19120,East,United States,Pennsylvania,Philadelphia
80004,West,United States,Colorado,Arvada
77036,Central,United States,Texas,Houston
60188,Central,United States,Illinois,Carol Stream
60653,Central,United States,Illinois,Chicago
44105,East,United States,Ohio,Cleveland
90008,West,United States,California,Los Angeles
90004,West,United States,California,Los Angeles
19134,East,United States,Pennsylvania,Philadelphia
32303,South,United States,Florida,Tallahassee
98103,West,United States,Washington,Seattle
53142,Central,United States,Wisconsin,Kenosha
92037,West,United States,California,San Diego
92105,West,United States,California,San Diego
94122,West,United States,California,San Francisco
89502,West,United States,Nevada,Reno
93101,West,United States,California,Santa Barbara
77041,Central,United States,Texas,Houston
41042,South,United States,Kentucky,Florence
19711,East,United States,Delaware,Newark
80219,West,United States,Colorado,Denver
77581,Central,United States,Texas,Pearland
92683,West,United States,California,Westminster
53711,Central,United States,Wisconsin,Madison
60653,Central,United States,Illinois,Chicago
77036,Central,United States,Texas,Houston
93727,West,United States,California,Fresno
10035,East,United States,New York,New York City
90008,West,United States,California,Los Angeles
76706,Central,United States,Texas,Waco
94122,West,United States,California,San Francisco
11561,East,United States,New York,Long Beach
80525,West,United States,Colorado,Fort Collins
22980,South,United States,Virginia,Waynesboro
98026,West,United States,Washington,Edmonds
19140,East,United States,Pennsylvania,Philadelphia
56301,Central,United States,Minnesota,Saint Cloud
90805,West,United States,California,Long Beach
40475,South,United States,Kentucky,Richmond
78207,Central,United States,Texas,San Antonio
33319,South,United States,Florida,Tamarac
94122,West,United States,California,San Francisco
90004,West,United States,California,Los Angeles
75217,Central,United States,Texas,Dallas
23320,South,United States,Virginia,Chesapeake
98105,West,United States,Washington,Seattle
90045,West,United States,California,Los Angeles
60610,Central,United States,Illinois,Chicago
98103,West,United States,Washington,Seattle
19140,East,United States,Pennsylvania,Philadelphia
10024,East,United States,New York,New York City
80501,West,United States,Colorado,Longmont
47201,Central,United States,Indiana,Columbus
94526,West,United States,California,Danville
46203,Central,United States,Indiana,Indianapolis
97477,West,United States,Oregon,Springfield
92020,West,United States,California,El Cajon
60623,Central,United States,Illinois,Chicago
90032,West,United States,California,Los Angeles
87401,West,United States,New Mexico,Farmington
45014,East,United States,Ohio,Fairfield
19120,East,United States,Pennsylvania,Philadelphia
97206,West,United States,Oregon,Portland
2920,East,United States,Rhode Island,Cranston
10011,East,United States,New York,New York City
10024,East,United States,New York,New York City
98115,West,United States,Washington,Seattle
47201,Central,United States,Indiana,Columbus
33614,South,United States,Florida,Tampa
92105,West,United States,California,San Diego
90049,West,United States,California,Los Angeles
75081,Central,United States,Texas,Dallas
19140,East,United States,Pennsylvania,Philadelphia
77070,Central,United States,Texas,Houston
90049,West,United States,California,Los Angeles
90045,West,United States,California,Los Angeles
14609,East,United States,New York,Rochester
17403,East,United States,Pennsylvania,York
11572,East,United States,New York,Oceanside
14609,East,United States,New York,Rochester
90032,West,United States,California,Los Angeles
10011,East,United States,New York,New York City
90036,West,United States,California,Los Angeles
71203,South,United States,Louisiana,Monroe
10035,East,United States,New York,New York City
19120,East,United States,Pennsylvania,Philadelphia
2149,East,United States,Massachusetts,Everett
27604,South,United States,North Carolina,Raleigh
85023,West,United States,Arizona,Phoenix
23464,South,United States,Virginia,Virginia Beach
92592,West,United States,California,Temecula
10011,East,United States,New York,New York City
33311,South,United States,Florida,Fort Lauderdale
2149,East,United States,Massachusetts,Everett
10035,East,United States,New York,New York City
10024,East,United States,New York,New York City
97477,West,United States,Oregon,Springfield
2920,East,United States,Rhode Island,Cranston
13021,East,United States,New York,Auburn
77590,Central,United States,Texas,Texas City
10035,East,United States,New York,New York City
83201,West,United States,Idaho,Pocatello
60016,Central,United States,Illinois,Des Plaines
93309,West,United States,California,Bakersfield
85204,West,United States,Arizona,Mesa
77041,Central,United States,Texas,Houston
98105,West,United States,Washington,Seattle
48640,Central,United States,Michigan,Midland
68104,Central,United States,Nebraska,Omaha
94110,West,United States,California,San Francisco
6460,East,United States,Connecticut,Milford
29203,South,United States,South Carolina,Columbia
2908,East,United States,Rhode Island,Providence
33024,South,United States,Florida,Pembroke Pines
90008,West,United States,California,Los Angeles
60016,Central,United States,Illinois,Des Plaines
2908,East,United States,Rhode Island,Providence
10011,East,United States,New York,New York City
19140,East,United States,Pennsylvania,Philadelphia
28205,South,United States,North Carolina,Charlotte
28314,South,United States,North Carolina,Fayetteville
98105,West,United States,Washington,Seattle
10009,East,United States,New York,New York City
10024,East,United States,New York,New York City
85204,West,United States,Arizona,Mesa
78207,Central,United States,Texas,San Antonio
98105,West,United States,Washington,Seattle
29464,South,United States,South Carolina,Mount Pleasant
13601,East,United States,New York,Watertown
19805,East,United States,Delaware,Wilmington
71854,South,United States,Arkansas,Texarkana
33311,South,United States,Florida,Fort Lauderdale
28540,South,United States,North Carolina,Jacksonville
39212,South,United States,Mississippi,Jackson
44134,East,United States,Ohio,Parma
22204,South,United States,Virginia,Arlington
10024,East,United States,New York,New York City
60174,Central,United States,Illinois,Saint Charles
90045,West,United States,California,Los Angeles
43055,East,United States,Ohio,Newark
29203,South,United States,South Carolina,Columbia
10009,East,United States,New York,New York City
97477,West,United States,Oregon,Springfield
90049,West,United States,California,Los Angeles
43229,East,United States,Ohio,Columbus
72401,South,United States,Arkansas,Jonesboro
99301,West,United States,Washington,Pasco
60016,Central,United States,Illinois,Des Plaines
35244,South,United States,Alabama,Hoover
45503,East,United States,Ohio,Springfield
93010,West,United States,California,Camarillo
32216,South,United States,Florida,Jacksonville
